gameid,blue_league,blue_year,blue_split,blue_playoffs,blue_teamname,blue_side,blue_result,blue_ban1,blue_ban2,blue_ban3,blue_ban4,blue_ban5,blue_pick1,blue_pick2,blue_pick3,blue_pick4,blue_pick5,red_league,red_year,red_split,red_playoffs,red_teamname,red_side,red_result,red_ban1,red_ban2,red_ban3,red_ban4,red_ban5,red_pick1,red_pick2,red_pick3,red_pick4,red_pick5,blue_win
11976-11976_game_2,LPL,2025,Split 2,0,Team WE,Blue,0,Kalista,Sejuani,Renekton,Galio,Azir,Naafiri,Kai'Sa,Aurora,Ambessa,Leona,LPL,2025,Split 2,0,JD Gaming,Red,1,Skarner,Varus,Taliyah,Sion,Rakan,Ezreal,Jayce,Xin Zhao,Rell,Viktor,0
LOLTMNT03_218624,LCK,2025,Rounds 1-2,0,BNK FEARX,Blue,1,Aurora,Ambessa,Gwen,Varus,Ezreal,Naafiri,Taliyah,Jayce,Xayah,Rakan,LCK,2025,Rounds 1-2,0,Kiwoom DRX,Red,0,Kalista,Vi,Rumble,Alistar,Miss Fortune,Azir,Xin Zhao,Sion,Kai'Sa,Pantheon,1
LOLTMNT03_218633,LCK,2025,Rounds 1-2,0,Kiwoom DRX,Blue,0,Varus,Kalista,Rumble,Alistar,Skarner,Corki,Miss Fortune,Ambessa,Rell,Zyra,LCK,2025,Rounds 1-2,0,BNK FEARX,Red,1,Vi,Aurora,Gwen,Lillia,Ivern,Ezreal,Ahri,Renekton,Viego,Leona,0
11977-11977_game_1,LPL,2025,Split 2,0,ThunderTalk Gaming,Blue,0,Kalista,Naafiri,Gwen,Miss Fortune,Kai'Sa,Varus,Xin Zhao,Ryze,Nautilus,Aatrox,LPL,2025,Split 2,0,Weibo Gaming,Red,1,Poppy,Sion,Rumble,Renata Glasc,Renekton,Ahri,Vi,Ambessa,Alistar,Sivir,0
11977-11977_game_2,LPL,2025,Split 2,0,ThunderTalk Gaming,Blue,0,Kalista,Gwen,Miss Fortune,Corki,Xayah,Naafiri,Galio,Gnar,Rell,Tristana,LPL,2025,Split 2,0,Weibo Gaming,Red,1,Poppy,Rumble,Ashe,Rakan,Ezreal,Skarner,Taliyah,Jayce,Kai'Sa,Leona,0
LOLTMNT03_219187,LCK,2025,Rounds 1-2,0,T1,Blue,1,Varus,Taliyah,Jayce,Sylas,Poppy,Vi,Kai'Sa,Ahri,Galio,Gragas,LCK,2025,Rounds 1-2,0,KT Rolster,Red,0,Kalista,Azir,Gwen,Ambessa,Rakan,Rumble,Ezreal,Xin Zhao,Alistar,Corki,1
LOLTMNT03_218683,LCK,2025,Rounds 1-2,0,KT Rolster,Blue,0,Varus,Sejuani,Jayce,Poppy,Nidalee,Ashe,Renekton,Taliyah,Viego,Leona,LCK,2025,Rounds 1-2,0,T1,Red,1,Kalista,Gwen,Azir,Braum,Rell,Ambessa,Miss Fortune,Viktor,Nocturne,Rakan,0
11978-11978_game_1,LPL,2025,Split 2,0,Bilibili Gaming,Blue,0,Poppy,Varus,Sion,Corki,Ashe,Skarner,Ambessa,Ahri,Alistar,Tristana,LPL,2025,Split 2,0,Anyone's Legend,Red,1,Rumble,Gwen,Vi,Kalista,Neeko,Taliyah,Jayce,Xin Zhao,Kai'Sa,Nautilus,0
11978-11978_game_2,LPL,2025,Split 2,0,Bilibili Gaming,Blue,1,Sion,Naafiri,Vi,Kalista,Gnar,Lillia,Yone,Renekton,Jhin,Rell,LPL,2025,Split 2,0,Anyone's Legend,Red,0,Rumble,Gwen,Varus,Karma,Pantheon,Neeko,Corki,Maokai,Miss Fortune,Yorick,1
11978-11978_game_3,LPL,2025,Split 2,0,Anyone's Legend,Blue,1,Vi,Gwen,Rumble,Zyra,Pantheon,Naafiri,Ezreal,Karma,Viktor,Sejuani,LPL,2025,Split 2,0,Bilibili Gaming,Red,0,Poppy,Varus,Azir,Ornn,Galio,Kalista,Sion,Renata Glasc,Ryze,Viego,1
LOLTMNT03_220261,LCK,2025,Rounds 1-2,0,HANJIN BRION,Blue,0,Sejuani,Ezreal,Varus,Neeko,Rakan,Kalista,Renata Glasc,Xin Zhao,Ambessa,Aurora,LCK,2025,Rounds 1-2,0,DN SOOPers,Red,1,Gwen,Vi,Yone,Ahri,Taliyah,Azir,Skarner,Rumble,Caitlyn,Karma,0
LOLTMNT03_219798,LCK,2025,Rounds 1-2,0,HANJIN BRION,Blue,1,Sejuani,Ezreal,Nocturne,Poppy,Gnar,Varus,Wukong,Taliyah,Renekton,Alistar,LCK,2025,Rounds 1-2,0,DN SOOPers,Red,0,Gwen,Vi,Yone,Nautilus,Jayce,Naafiri,Ahri,Corki,Aatrox,Rell,1
11979-11979_game_1,LPL,2025,Split 2,0,Anyone's Legend,Blue,0,Vi,Sejuani,Gwen,Nautilus,Kalista,Xin Zhao,Yorick,Azir,Jinx,Braum,LPL,2025,Split 2,0,FunPlus Phoenix,Red,1,Naafiri,Varus,Rumble,Ezreal,Miss Fortune,Taliyah,Sion,Pantheon,Kai'Sa,Neeko,0
LOLTMNT03_220286,LCK,2025,Rounds 1-2,0,DN SOOPers,Blue,0,Yone,Nocturne,Lillia,Elise,Leona,Sejuani,Kai'Sa,Viktor,Nautilus,Yorick,LCK,2025,Rounds 1-2,0,HANJIN BRION,Red,1,Gwen,Vi,Jayce,Jax,Gnar,Ezreal,Pantheon,Sylas,Poppy,Fiora,0
11979-11979_game_2,LPL,2025,Split 2,0,Anyone's Legend,Blue,1,Gwen,Jayce,Lillia,Corki,Yone,Varus,Poppy,Akali,Alistar,Skarner,LPL,2025,Split 2,0,FunPlus Phoenix,Red,0,Naafiri,Rumble,Vi,Renekton,Nocturne,Sejuani,Ziggs,Nautilus,Ambessa,Tristana,1
LOLTMNT03_219847,LCK,2025,Rounds 1-2,0,Gen.G,Blue,1,Varus,Sejuani,Rumble,Alistar,Jax,Gwen,Xin Zhao,Azir,Braum,Miss Fortune,LCK,2025,Rounds 1-2,0,Nongshim RedForce,Red,0,Kalista,Vi,Jayce,Xayah,Poppy,Naafiri,Ahri,Kai'Sa,Nautilus,Diana,1
11979-11979_game_3,LPL,2025,Split 2,0,FunPlus Phoenix,Blue,0,Viktor,Jayce,Wukong,Renekton,Camille,Naafiri,Gnar,Ryze,Jhin,Leona,LPL,2025,Split 2,0,Anyone's Legend,Red,1,Rumble,Gwen,Ahri,Miss Fortune,Kalista,Vi,Ezreal,Galio,Karma,Aurora,0
LOLTMNT03_220342,LCK,2025,Rounds 1-2,0,Nongshim RedForce,Blue,0,Varus,Galio,Poppy,Leona,Rumble,Jayce,Aurora,Zeri,Wukong,Rakan,LCK,2025,Rounds 1-2,0,Gen.G,Red,1,Vi,Sejuani,Kalista,Lillia,Nocturne,Ezreal,Skarner,Viktor,Alistar,Sion,0
11980-11980_game_1,LPL,2025,Split 2,0,Invictus Gaming,Blue,1,Poppy,Yone,Varus,Renekton,Alistar,Vi,Miss Fortune,Azir,Sion,Braum,LPL,2025,Split 2,0,Top Esports,Red,0,Gwen,Rumble,Ahri,Rell,Ambessa,Taliyah,Xin Zhao,Ezreal,Leona,Aatrox,1
11980-11980_game_2,LPL,2025,Split 2,0,Top Esports,Blue,1,Lillia,Varus,Gwen,Nautilus,Alistar,Naafiri,Xayah,Rakan,Ryze,Jayce,LPL,2025,Split 2,0,Invictus Gaming,Red,0,Sejuani,Kalista,Rumble,Sylas,Viktor,Kai'Sa,Pantheon,Ahri,Poppy,Ornn,1
11980-11980_game_3,LPL,2025,Split 2,0,Invictus Gaming,Blue,1,Yone,Lillia,Varus,Draven,Ashe,Skarner,Nidalee,Orianna,Jinx,Alistar,LPL,2025,Split 2,0,Top Esports,Red,0,Gwen,Kalista,Rumble,Tristana,Corki,Viktor,Renekton,Sejuani,Jhin,Nautilus,1
LOLTMNT03_221513,LCK,2025,Rounds 1-2,0,Hanwha Life Esports,Blue,1,Varus,Xin Zhao,Azir,Poppy,Ezreal,Yone,Sejuani,Jayce,Miss Fortune,Rell,LCK,2025,Rounds 1-2,0,T1,Red,0,Gwen,Vi,Kalista,Kai'Sa,Alistar,Rumble,Naafiri,Ahri,Corki,Pantheon,1
LOLTMNT03_221558,LCK,2025,Rounds 1-2,0,T1,Blue,0,Varus,Skarner,Taliyah,Akali,Xayah,Kalista,Ashe,Ambessa,Viktor,Jarvan IV,LCK,2025,Rounds 1-2,0,Hanwha Life Esports,Red,1,Gwen,Vi,Azir,Poppy,Nocturne,Renata Glasc,Xin Zhao,Jax,Caitlyn,Sylas,0
11981-11981_game_1,LPL,2025,Split 2,0,FunPlus Phoenix,Blue,1,Varus,Ezreal,Taliyah,Xin Zhao,Skarner,Vi,Rumble,Kai'Sa,Rell,Azir,LPL,2025,Split 2,0,Weibo Gaming,Red,0,Kalista,Naafiri,Sejuani,Galio,Nautilus,Gwen,Ahri,Miss Fortune,Pantheon,Alistar,1
